id,discovery_date,location,threat_target,hazard_type,triggering_factor,disaster_type,development_trend,lon,lat,elevation,aspect,disaster_scale,scale_grade,danger_grade,threatened_property,threatened_households,threatened_people,industry_transferred,industry,rain_3d,rain_7d,rain_30d,api,landuse,landuse_type,ndvi,ndwi,data_source,tpi,distance_to_river,label
1149,2007-06-15,汶川县水磨镇黑土坡村1组黑土坡,分散农户,滑坡,地震-降雨,滑坡,,103.406666666667,30.9241666666667,972.0,352.0,130000m3,中型,小型,200.0,6.0,18.0,否,,0.0,33.5488815307617,44.7318420410156,19.6378765147313,10.0,Trees,0.617406969543433,-0.565774235302132,Landsat 7,-18.8180677540917,201.25,1
1150,2008-05-12,汶川县水磨镇寨子坪村1组山水人家回头湾,分散农户,滑坡,地震-降雨,滑坡,,103.410555555556,30.9283333333333,945.0,329.0,1125m3,小型,小型,60.0,2.0,6.0,否,,0.0,7.23100137710571,58.2178151607513,9.79454322019584,10.0,Trees,,,Landsat 7,-20.5332496863386,127.28,1
1151,2013-07-10,汶川县水磨镇寨子坪村1组半边街背后潘达尔,分散农户,滑坡,地震-降雨,滑坡,,103.414444444444,30.93,918.0,224.0,10000m3,小型,小型,120.0,4.0,15.0,否,,75.1938905715942,163.923085212707,294.327044487,114.618155152627,60.0,Bare / Sparse vegetation,0.523096696151811,-0.479778466601049,Landsat 7,-11.7427854454366,90.0,1
1155,2008-05-12,汶川县水磨镇寨子坪村2组横街子,分散农户,滑坡,地震-降雨,滑坡,,103.405833333333,30.9327777777778,1103.0,248.0,60000m3,小型,小型,120.0,4.0,14.0,否,,0.0,7.23100137710571,58.2178151607513,9.79454322019584,10.0,Trees,0.678310681792654,-0.618861314923046,Landsat 7,17.972396486808293,547.45,1
1164,2017-07-12,汶川县水磨镇高峰村5组大坡,分散农户,滑坡,地震-降雨,滑坡,,103.333888888889,30.91,1162.0,290.0,42000m3,小型,小型,120.0,4.0,15.0,否,,,,,,10.0,Trees,,,Landsat 7,-42.257214554598,201.25,1
1165,2017-07-12,汶川县水磨镇黑土坡村2组李子坪,聚集区,滑坡,地震-降雨-其他,滑坡,,103.400555555556,30.9269444444444,1213.0,215.0,150000m3,中型,小型,300.0,9.0,32.0,否,,,,,,10.0,Trees,0.610757630236424,-0.528903177939904,Landsat 7,35.43789209534157,763.68,1
1166,2017-07-12,汶川县水磨镇啣凤岩村5组陈定发屋后,分散农户,滑坡,地震-降雨,滑坡,,103.436388888889,30.9463888888889,910.0,227.0,14000m3,小型,小型,150.0,4.0,13.0,否,,,,,,10.0,Trees,0.558928614248375,-0.518735399470487,Landsat 7,-31.2484316185842,180.0,1
1167,2017-07-12,汶川县水磨镇啣凤岩村1组杨家大坡,分散农户,滑坡,地震-降雨,滑坡,,103.446388888889,30.9555555555556,973.0,97.0,42000m3,小型,小型,300.0,9.0,22.0,否,,,,,,10.0,Trees,0.389199255121043,-0.334380061809979,Landsat 7,16.318695106635346,254.56,1
1168,2017-07-12,汶川县水磨镇白石村3组梅子坪,分散农户,滑坡,地震-降雨,滑坡,,103.385,30.8925,1004.0,272.0,75000m3,小型,小型,180.0,4.0,13.0,否,,,,,,10.0,Trees,,,Landsat 7,-48.8720200752975,0.0,1
1169,2018-07-15,汶川县水磨镇啣凤岩村4组金鱼塘,分散农户,滑坡,地震,滑坡,,103.435277777778,30.9538888888889,1206.0,312.0,150000m3,中型,小型,100.0,5.0,20.0,否,,,,,,10.0,Trees,0.676344300763892,-0.615565980993624,Landsat 7,13.410288582165094,576.28,1
1170,2018-07-15,汶川县水磨镇啣凤岩村4组师公静家房后,分散农户,滑坡,地震,滑坡,,103.436388888889,30.9516666666667,1147.0,68.0,3000m3,小型,小型,30.0,1.0,9.0,否,,,,,,10.0,Trees,,,Landsat 7,44.11292346296841,576.28,1
1171,2018-07-15,汶川县水磨镇刘家沟村5组弯地,分散农户,滑坡,地震,滑坡,,103.44,30.9188888888889,1189.0,244.0,24000m3,小型,小型,100.0,5.0,15.0,否,,,,,,10.0,Trees,0.673555494185155,-0.573943407933279,Landsat 7,-44.0602258469461,0.0,1
1176,2008-05-12,汶川县三江镇街村3组姚士良,分散农户,滑坡,地震-降雨,滑坡,,103.341388888889,30.9194444444444,1090.0,265.0,6000m3,小型,小型,60.0,2.0,8.0,否,,0.0,8.14380550384521,52.7626931667328,11.1550981850823,10.0,Trees,0.580125437592455,-0.538771412927281,Landsat 7,-14.521957340042,90.0,1
1192,2013-07-10,汶川县三江镇邓家村1组李家坡,分散农户,滑坡,地震-降雨,滑坡,,103.325555555556,30.895,1453.0,13.0,38700m3,小型,小型,180.0,6.0,21.0,否,,65.3089828491211,149.203819274902,273.891388893127,102.565546943269,10.0,Trees,,,Landsat 7,-8.49309912172839,547.45,1
1193,2013-07-10,汶川县三江镇邓家村1组余家地,分散农户,滑坡,地震-降雨,滑坡,,103.325833333333,30.8975,1450.0,24.0,17000m3,小型,小型,185.0,6.0,23.0,否,,65.3089828491211,149.203819274902,273.891388893127,102.565546943269,10.0,Trees,,,Landsat 7,22.648682559577765,540.0,1
1195,2008-05-12,汶川县三江镇邓家村1组陈家杠公路,公路,滑坡,地震-降雨,滑坡,,103.329722222222,30.9005555555556,1459.0,315.0,88000m3,小型,小型,10.0,0.0,0.0,是,交通运输,0.0,8.14380550384521,52.7626931667328,11.1550981850823,10.0,Trees,,,Landsat 7,-2.27603513176518,763.68,1
1199,2008-05-12,汶川县三江镇河坝村4组沙子坡,公路,滑坡,地震-降雨,滑坡,,103.335,30.9091666666667,1242.0,284.0,7500m3,小型,小型,10.0,0.0,0.0,是,交通运输,0.0,8.14380550384521,52.7626931667328,11.1550981850823,10.0,Trees,,,Landsat 7,-1.07904642410881,324.5,1
1208,2008-05-12,汶川县三江镇龙竹村1组毛草坡,分散农户,滑坡,地震-降雨,滑坡,,103.345,30.8938888888889,1163.0,271.0,300000m3,中型,小型,60.0,2.0,8.0,否,,0.0,8.35093402862549,56.2810397148132,11.488288035528,10.0,Trees,,,Landsat 7,-25.6787954830799,201.25,1
1209,2005-03-01,汶川县三江镇龙竹村1组关房组,分散农户,滑坡,地震-降雨,滑坡,,103.336388888889,30.895,1531.0,70.0,180000m3,中型,小型,60.0,2.0,6.0,否,,1.87830197811127,3.53752613067627,16.5785683989525,4.00559596255502,10.0,Trees,,,Landsat 7,9.215809284794886,886.4,1
1215,2009-03-01,汶川县三江镇柒山村1组殷家坪,分散农户,滑坡,地震-降雨,滑坡,,103.338888888889,30.935,1333.0,268.0,240000m3,中型,小型,70.0,2.0,12.0,否,,0.0,5.79471063613892,5.79471063613892,2.64393730663369,10.0,Trees,0.770223034916844,-0.692303118589648,Landsat 7,-20.4843161857172,450.0,1
1217,2008-05-12,汶川县三江镇柒山村4组帐口岩,分散农户,滑坡,地震-降雨,滑坡,,103.343888888889,30.9283333333333,1299.0,330.0,33600m3,小型,小型,105.0,3.0,17.0,否,,0.0,8.14380550384521,52.7626931667328,11.1550981850823,10.0,Trees,0.578414973482476,-0.522263677788312,Landsat 7,49.54077791717009,450.0,1
1233,2010-10-01,汶川县三江镇席草村1组石塘,聚集区,滑坡,地震-降雨,滑坡,,103.306666666667,30.9002777777778,1291.0,330.0,34000m3,小型,小型,300.0,10.0,39.0,否,,0.0,0.0,137.710876941681,14.699945188144,10.0,Trees,,,Landsat 7,10.883312421560504,284.6,1
1234,2006-05-03,汶川县三江镇席草村3组白茶地,公路,滑坡,地震-降雨,滑坡,,103.300555555556,30.8975,1336.0,118.0,22000m3,小型,小型,10.0,0.0,0.0,是,交通运输,0.0,5.99750757217407,34.4688537120819,6.86497005159934,10.0,Trees,,,Landsat 7,-16.015056461752,270.0,1
1236,2009-10-10,汶川县三江镇席草村3组阴山槽,公路,滑坡,地震-降雨,滑坡,,103.2875,30.8902777777778,1454.0,141.0,32000m3,小型,小型,20.0,0.0,0.0,是,交通运输,38.571460723877,77.1429214477539,176.275220870972,57.3266898343875,10.0,Trees,,,Landsat 7,17.18067754075173,371.08,1
1260,2017-07-03,汶川县三江镇街村2组大地,聚集区,滑坡,地震-降雨,滑坡,,103.338888888889,30.9194444444444,1092.0,89.0,14400m3,小型,小型,390.0,13.0,47.0,否,,,,,,10.0,Trees,0.584726938494141,-0.519130163430886,Landsat 7,-49.0363864492023,180.0,1
1266,2014-08-30,汶川县三江镇河坝村1组周家大林,分散农户,滑坡,地震-降雨,滑坡,,103.341388888889,30.9125,1263.0,10.0,60000m3,小型,小型,300.0,14.0,64.0,否,,25.5683097839356,52.9833984375,262.196876525879,60.8222238024785,10.0,Trees,,,Landsat 7,44.17440401503836,450.0,1
1267,2019-08-20,汶川县三江镇河坝村四组队窝坪,河道,滑坡,降雨,滑坡,,103.326666666667,30.9016666666667,1347.0,180.0,110000m3,中型,小型,440.0,0.0,0.0,是,水利（务）,,,,,10.0,Trees,,,Landsat 7,13.386449184421508,381.84,1
1268,2019-08-20,汶川县三江镇河坝村4组姚坪湾公路,公路,滑坡,降雨,滑坡,,103.325277777778,30.9005555555556,1329.0,71.0,710000m3,中型,小型,10.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,,,Landsat 7,-9.68632371394778,450.0,1
1269,2013-12-31,杂谷脑镇玛瑙村三组科多寨黄泥巴洞,公路,滑坡,地震-降雨,滑坡,,103.204722222222,31.42,2305.0,26.0,15000m3,小型,小型,10.0,0.0,0.0,是,水利（务）,0.0,2.42985558509827,5.04665851593018,1.70516931315818,10.0,Trees,0.762911226026806,-0.671031810989251,Landsat 7,-8.14805520706431,324.5,1
1270,2013-12-31,杂谷脑镇营盘村三组木格尔洼,聚集区,滑坡,地震-降雨,滑坡,,103.180277777778,31.4269444444444,2142.0,45.0,200000m3,中型,小型,280.0,15.0,70.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.846080694383208,-0.735037457139607,Landsat 7,-22.4052697616393,371.08,1
1271,2013-12-31,杂谷脑镇营盘村三组梁子,聚集区,滑坡,地震-降雨,滑坡,,103.176666666667,31.4288888888889,2049.0,103.0,400000m3,中型,中型,560.0,28.0,134.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.795572445409579,-0.707574048224564,Landsat 7,-35.5934755332814,324.5,1
1272,2013-12-31,杂谷脑镇营盘村四组邓永彬对面,聚集区,滑坡,地震-降雨,滑坡,,103.1875,31.4241666666667,2183.0,209.0,300000m3,中型,中型,600.0,30.0,114.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.811983824115737,-0.724297419127544,Landsat 7,-22.8958594730606,270.0,1
1273,2013-12-31,杂谷脑镇克增村二组木碗寨,聚集区,滑坡,地震-降雨,滑坡,,103.220555555556,31.42,2442.0,197.0,600000m3,中型,中型,780.0,39.0,149.0,否,,0.0,2.42985558509827,5.04665851593018,1.70516931315818,10.0,Trees,0.807929500572892,-0.696314799298057,Landsat 7,-36.1894604768249,254.56,1
1274,2013-12-31,杂谷脑镇打色尔村二组谭家大堰,公路,滑坡,地震-降雨,滑坡,,103.120555555556,31.4419444444444,2333.0,28.0,225000m3,中型,小型,2.0,0.0,0.0,是,交通运输,0.0,3.52022767066956,7.63369822502136,2.50129948336082,10.0,Trees,0.785466171942844,-0.711761032866811,Landsat 7,-110.992471769168,0.0,1
1275,2013-12-31,杂谷脑镇打色尔村一组蒲卡寨,分散农户,滑坡,地震-降雨,滑坡,,103.124166666667,31.4433333333333,2375.0,204.0,100000m3,中型,小型,120.0,6.0,24.0,否,,0.0,3.52022767066956,7.63369822502136,2.50129948336082,10.0,Trees,0.804535381982362,-0.733306343773386,Landsat 7,-77.8996235884897,180.0,1
1276,2013-12-31,杂谷脑镇瓦斯村上寨组瓦斯寨,聚集区,滑坡,地震-降雨,滑坡,,103.183055555556,31.4591666666667,2456.0,227.0,500000m3,中型,中型,200.0,42.0,173.0,否,,0.0,0.0,5.55521869659424,0.32515603036788,40.0,Cropland,0.661027871757693,-0.590895939820619,Landsat 7,51.664993726441935,630.0,1
1277,2013-12-31,杂谷脑镇日底村白栈房组王家湾,分散农户,滑坡,地震-降雨,滑坡,,103.164444444444,31.4602777777778,2070.0,27.0,45000m3,小型,小型,21.0,1.0,3.0,否,,0.0,0.0,5.55521869659424,0.32515603036788,30.0,Grassland,0.554212862767113,-0.526675131507346,Landsat 7,33.98494353823821,360.0,1
1278,2013-12-31,杂谷脑镇日底村白栈房组中白栈房后坪坎下,聚集区,滑坡,地震-降雨,滑坡,,103.168055555556,31.4555555555556,1957.0,69.0,160000m3,中型,小型,220.0,11.0,45.0,否,,0.0,0.0,5.55521869659424,0.32515603036788,30.0,Grassland,0.778066470384708,-0.715842656990223,Landsat 7,26.40025094099724,324.5,1
1279,2013-12-31,杂谷脑镇日底村日底组危关徐宁河坝,企业,滑坡,地震-降雨,滑坡,,103.19,31.4797222222222,1835.0,318.0,30000m3,小型,小型,40.0,0.0,0.0,是,经济和信息化,0.0,0.0,5.55521869659424,0.32515603036788,10.0,Trees,0.709314425807362,-0.62768199796777,Landsat 7,-51.1844416562389,127.28,1
1280,2013-12-31,杂谷脑镇兴隆村一组兴隆村铁厂,分散农户-公路,滑坡,地震-降雨,滑坡,,103.156666666667,31.4438888888889,2136.0,172.0,200000m3,中型,小型,60.0,3.0,15.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.799671150165773,-0.712706261102667,Landsat 7,9.904642408998823,270.0,1
1282,2013-12-31,杂谷脑镇第三居委会县城营盘街小学,学校,滑坡,地震-降雨,滑坡,,103.1675,31.4344444444444,2025.0,355.0,800000m3,中型,特大型,600.0,1.0,1700.0,是,教育,0.0,3.43230104446411,7.33622193336487,2.449896079605,30.0,Grassland,0.772579466830924,-0.680683454214544,Landsat 7,9.304893350033808,402.49,1
1283,2013-12-31,杂谷脑镇第三居委会县城经济适用房后侧,县城-聚集区,滑坡,地震-降雨,滑坡,,103.170555555556,31.4327777777778,2001.0,5.0,25000m3,小型,中型,500.0,1.0,160.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.785771499308236,-0.692115558438153,Landsat 7,-19.7678795483359,254.56,1
1284,2013-12-31,杂谷脑镇第三居委会县城县林业局后山,县城-聚集区,滑坡,地震-降雨,滑坡,,103.164444444444,31.4344444444444,2030.0,197.0,120000m3,中型,中型,1000.0,1.0,100.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.812479409632997,-0.706781016463061,Landsat 7,-28.994981179454,603.74,1
1285,2013-12-31,杂谷脑镇第三居委会县城县医院后山,县城-聚集区,滑坡,地震-降雨,滑坡,,103.1625,31.435,1989.0,198.0,200000m3,中型,大型,1000.0,1.0,800.0,否,,0.0,3.43230104446411,7.33622193336487,2.449896079605,10.0,Trees,0.800700528126438,-0.717293456831455,Landsat 7,-45.3814303638951,450.0,1
1286,2013-12-31,杂谷脑镇官田村二组查枝寨,分散农户,滑坡,地震-降雨,滑坡,,103.157777777778,31.4630555555556,2518.0,113.0,100000m3,中型,小型,100.0,5.0,23.0,否,,0.0,0.0,5.55521869659424,0.32515603036788,30.0,Grassland,0.60058909789644,-0.574426282509621,Landsat 7,48.08030112919687,402.49,1
1287,2013-12-31,杂谷脑镇官田村四满溪寨,公路-聚集区,滑坡,地震-降雨,滑坡,,103.144444444444,31.4475,2319.0,176.0,200000m3,中型,中型,460.0,23.0,100.0,否,,0.0,3.52022767066956,7.63369822502136,2.50129948336082,10.0,Trees,0.833837164994284,-0.729108906148015,Landsat 7,-27.1079046424488,201.25,1
1288,2008-05-12,杂谷脑镇玛脑村、营盘村永古山,聚集区,滑坡,地震-降雨,滑坡,,103.186388888889,31.4305555555556,2180.0,213.0,75000m3,小型,小型,200.0,10.0,45.0,否,,0.0,0.0,46.719714641571,2.47609087424323,30.0,Grassland,0.673686919920663,-0.63781697496796,Landsat 7,2.608531994945679,324.5,1
1331,2017-06-15,杂谷脑镇玛瑙村二组火克山,公路-聚集区,滑坡,地震-降雨,滑坡,,103.200277777778,31.4233333333333,2197.0,246.0,390000m3,中型,小型,345.0,17.0,64.0,否,,,,,,40.0,Cropland,0.404459046477383,-0.421701547542359,Landsat 7,-9.170639899658,127.28,1
1332,2017-06-21,杂谷脑镇玛瑙村一组古家房后豹子,公路-聚集区,滑坡,地震-降雨,滑坡,,103.206666666667,31.4194444444444,2237.0,198.0,23000m3,小型,小型,405.0,20.0,72.0,否,,,,,,10.0,Trees,0.748851361165687,-0.67046624557304,Landsat 7,-79.303638644958,201.25,1
1337,2017-05-12,杂谷脑镇城关社区李清选房后,聚集区,滑坡,地震-降雨,滑坡,,103.156666666667,31.4355555555556,1854.0,331.0,40000m3,小型,小型,100.0,3.0,10.0,否,,,,,,10.0,Trees,0.557687731714244,-0.530803291920312,Landsat 7,-78.612296110442,90.0,1
1340,2017-04-24,杂谷脑镇瓦斯村一组塔子,公路,滑坡,地震-降雨,滑坡,,103.177777777778,31.4580555555556,2178.0,241.0,290000m3,中型,小型,3.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,0.761472949611293,-0.651279094045477,Landsat 7,40.53575909658002,603.74,1
1343,2008-05-12,杂谷脑镇打色尔村三组柏枝寨,聚集区,滑坡,地震-降雨,滑坡,,103.105277777778,31.4480555555556,2479.0,46.0,3000000m3,大型,小型,320.0,16.0,57.0,是,其他,0.0,0.0,48.5953652858734,2.51028066944929,30.0,Grassland,0.378150036416606,-0.386720549436744,Landsat 7,-99.28356336265,90.0,1
1349,2013-12-31,米亚罗镇长河坝村一组取料厂,公路,滑坡,地震-降雨,滑坡,,102.822777777778,31.6463888888889,2735.0,250.0,120000m3,中型,小型,5.0,0.0,0.0,是,交通运输,0.0,0.0,5.10249400138855,0.285918691839526,60.0,Bare / Sparse vegetation,0.552213578647677,-0.509427353133357,Landsat 7,-55.4353826851147,284.6,1
1350,2013-12-31,米亚罗镇二古溪村纳窝组二古溪隧道上方,公路,滑坡,地震-降雨-人为因素,滑坡,,102.822222222222,31.5913888888889,2758.0,230.0,1500000m3,大型,小型,5.0,0.0,0.0,是,交通运输,0.0,0.0,5.39172577857971,0.739508371156621,10.0,Trees,,,Landsat 7,-23.6737766625269,201.25,1
1369,2013-12-31,米亚罗镇斯博果村下组河对面,聚集区,滑坡,地震-降雨,崩塌,,102.741944444444,31.6825,3112.0,300.0,7500m3,小型,中型,840.0,29.0,123.0,否,,0.0,0.0,3.1635320186615,0.385634321341108,10.0,Trees,0.77691885270139,-0.667415403723425,Landsat 7,1.9347553324478213,324.5,1
1370,2013-12-31,米亚罗镇八角碉村下组林业工作站后山,聚集区,滑坡,地震-降雨,滑坡,,102.8,31.6652777777778,2805.0,235.0,20000m3,小型,小型,42.0,11.0,47.0,否,,0.0,0.0,3.5392575263977,0.279229697376073,10.0,Trees,0.665437081957293,-0.618113585188892,Landsat 7,-42.3726474278996,201.25,1
1371,2013-12-31,米亚罗镇胆杆村胆杆组265,分散农户,滑坡,地震-降雨,滑坡,,102.760555555556,31.6891666666667,2845.0,80.0,80000m3,小型,小型,90.0,3.0,10.0,否,,0.0,0.0,3.5392575263977,0.279229697376073,50.0,Built-up,0.335063834295704,-0.334674963590626,Landsat 7,-122.383939774197,0.0,1
1372,2013-12-31,米亚罗镇胆杆村胆杆组烈士墓对面,分散农户,滑坡,地震-降雨,滑坡,,102.794166666667,31.6580555555556,2990.0,340.0,90000m3,小型,小型,80.0,4.0,20.0,否,,0.0,0.0,3.5392575263977,0.279229697376073,10.0,Trees,0.819706646698674,-0.706280304970222,Landsat 7,-3.17063989966709,284.6,1
1373,2013-12-31,米亚罗镇米亚罗村珊瑚沟,公路,滑坡,地震-降雨,滑坡,,102.783055555556,31.7063888888889,3180.0,80.0,150000m3,中型,小型,5.0,0.0,0.0,是,交通运输,0.0,0.0,1.81494557857513,0.346634496534119,10.0,Trees,0.702179147162709,-0.611408075899572,Landsat 7,49.27603513169743,270.0,1
1374,2013-12-31,米亚罗镇二古溪村纳窝组纳窝,聚集区,滑坡,地震-降雨,滑坡,,102.824166666667,31.5766666666667,2837.0,237.0,800000m3,中型,小型,220.0,10.0,45.0,否,,0.0,0.0,5.39172577857971,0.739508371156621,30.0,Grassland,0.534037247307264,-0.541104443970637,Landsat 7,30.047678795442152,381.84,1
1375,2013-12-31,米亚罗镇二古溪村纳山组纳山,聚集区,滑坡,地震-降雨,滑坡,,102.814166666667,31.5763888888889,2855.0,70.0,600000m3,中型,小型,480.0,16.0,67.0,否,,0.0,0.0,5.39172577857971,0.739508371156621,10.0,Trees,0.792247783369278,-0.696968665622944,Landsat 7,-11.8444165621517,524.79,1
1376,2013-12-31,米亚罗镇二古溪村纳窝组老晒坝,聚集区,滑坡,地震-降雨,滑坡,,102.823055555556,31.5802777777778,2896.0,262.0,120000m3,中型,小型,140.0,7.0,30.0,否,,0.0,0.0,5.39172577857971,0.739508371156621,30.0,Grassland,0.471878297439479,-0.500189562458896,Landsat 7,27.4516938519032,524.79,1
1377,2013-12-31,米亚罗镇长河坝村二组小木厂后山,聚集区,滑坡,地震-降雨,滑坡,,102.813055555556,31.6569444444444,2780.0,230.0,50000m3,小型,中型,520.0,18.0,60.0,否,,0.0,0.0,0.0,0.0591154982281563,10.0,Trees,0.743714506257926,-0.660743706718304,Landsat 7,-33.0276035132114,284.6,1
1378,2013-12-31,米亚罗镇长河坝村子多美洛组子多美洛,分散农户-公路-其它,滑坡,地震-降雨,滑坡,,102.819166666667,31.6491666666667,2807.0,355.0,25000m3,小型,小型,80.0,3.0,12.0,否,,0.0,0.0,5.10249400138855,0.285918691839526,10.0,Trees,0.81942881781862,-0.702469960788269,Landsat 7,13.76411543282984,90.0,1
1381,2017-05-27,米亚罗镇夹壁村桑丹寺上游两公里,分散农户,滑坡,降雨,滑坡,,102.820833333333,31.6288888888889,2963.0,68.0,900000m3,中型,小型,40.0,3.0,7.0,否,,,,,,10.0,Trees,0.794928903025537,-0.700291414481058,Landsat 7,-32.5370138017992,201.25,1
1383,2017-07-12,米亚罗镇大郎坝村大郎坝组河对面,公路-聚集区,滑坡,地震-降雨,滑坡,,102.741388888889,31.7283333333333,2974.0,200.0,20000m3,小型,中型,510.0,17.0,63.0,否,,,,,,50.0,Built-up,0.314240297685173,-0.324371552869651,Landsat 7,-91.4291091593941,0.0,1
1384,,米亚罗镇二古溪村纳窝组芦杆桥电站对岸,公路,滑坡,地震-降雨,滑坡,,102.821388888889,31.5816666666667,2790.0,282.0,160000m3,中型,小型,200.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,,,,-2.08406524470683,360.0,1
1387,2019-05-16,米亚罗镇猛古村下猛组流沙槽,公路-河道,滑坡,地震-降雨,滑坡,,102.805833333333,31.5905555555556,2621.0,170.0,36000m3,小型,小型,20.0,0.0,0.0,是,水利（务）,,,,,60.0,Bare / Sparse vegetation,,,Landsat 7,-168.067754077829,90.0,1
1388,2019-07-12,米亚罗镇斯博果村上组三郎屋后,分散农户-公路,滑坡,地震-降雨-人为因素,滑坡,,102.735555555556,31.6805555555556,2984.0,40.0,3000m3,小型,小型,40.0,2.0,12.0,否,,,,,,10.0,Trees,,,Landsat 7,-59.5094102886241,90.0,1
1389,2019-07-17,米亚罗镇G317线K255+800,公路-河道,滑坡,地震-降雨,滑坡,,102.776388888889,31.6655555555556,2787.0,255.0,15000m3,小型,小型,80.0,0.0,0.0,是,交通运输,,,,,60.0,Bare / Sparse vegetation,,,Landsat 7,-122.805520702677,90.0,1
1390,2019-08-15,米亚罗镇长河坝村甲石口沟饮水池旁,河道,滑坡,地震-降雨,滑坡,,102.820833333333,31.6502777777778,2804.0,130.0,120m3,小型,小型,50.0,0.0,0.0,是,水利（务）,,,,,30.0,Grassland,,,Landsat 7,-56.0903387704333,90.0,1
1392,2019-06-23,米亚罗镇大郎坝村大郎组三郎房后,分散农户-公路,滑坡,地震-降雨,滑坡,,102.741944444444,31.7263888888889,2973.0,260.0,30000m3,小型,小型,120.0,4.0,13.0,否,,,,,,60.0,Bare / Sparse vegetation,0.290679994368577,-0.340610810929377,Landsat 7,-80.0301129235099,90.0,1
1393,2020-03-17,米亚罗镇猛古村下猛古组四方寨,公路,滑坡,地震-降雨,滑坡,,102.788333333333,31.5891666666667,2783.0,35.0,2000m3,小型,小型,5.0,0.0,0.0,是,交通运输,,,,,10.0,Trees,,,Landsat 7,-19.1430363864919,127.28,1
1394,1995-06-30,古尔沟镇沙坝村直理组直理,公路-聚集区,滑坡,地震-降雨,滑坡,,102.903055555556,31.5325,2510.0,40.0,110000m3,中型,小型,440.0,22.0,78.0,否,,0.0,22.0900764465332,104.299541473389,15.9576431021493,50.0,Built-up,,,Landsat 7,-24.5432873275162,180.0,1
1395,2013-12-31,古尔沟镇丘地村上组活动室对面,分散农户-公路,滑坡,地震-降雨,滑坡,,102.953888888889,31.5330555555556,2564.0,65.0,50000m3,小型,小型,60.0,3.0,14.0,否,,0.0,0.0,5.77651166915894,0.330937016550736,10.0,Trees,,,Landsat 7,-12.9799247177311,254.56,1
1445,,古尔沟镇温泉小镇温泉天寨接待中心后山,景区,滑坡,地震-降雨,滑坡,,102.994166666667,31.5219444444444,2714.0,333.0,150000m3,中型,中型,1000.0,1.0,200.0,是,旅游,,,,,30.0,Grassland,,,,-93.7703889586373,127.28,1
1479,2008-05-12,薛城镇箭山村波给,聚集区,滑坡,地震-降雨,滑坡,,103.348888888889,31.5555555555556,2661.0,275.0,1000m3,小型,小型,100.0,5.0,21.0,否,,0.0,0.0,44.9346795082092,1.82438169802414,10.0,Trees,0.773261074733165,-0.688162282326788,Landsat 7,39.52446675027432,324.5,1
1481,2013-12-31,薛城镇沙金村垮流沙滑坡、,河道,滑坡,地震-降雨,崩塌,,103.266666666667,31.5580555555556,1783.0,342.0,200000m3,中型,小型,0.0,0.0,0.0,是,水利（务）,0.0,0.0,0.0,0.0313593698768472,60.0,Bare / Sparse vegetation,0.114680530852374,-0.0911964426824532,Landsat 7,-85.1229611041671,90.0,1
1499,2013-12-31,薛城镇三寨村二组三寨,公路-聚集区,滑坡,地震-降雨,滑坡,,103.356944444444,31.5625,2160.0,338.0,1500000m3,大型,中型,1240.0,62.0,253.0,否,,0.0,0.0,0.0,0.051718064533317,10.0,Trees,0.808963560655365,-0.724577879246056,Landsat 7,-62.2584692597592,180.0,1
1500,2013-12-31,薛城镇列立村西洋坪组黄土坡王家梁子,分散农户-公路,滑坡,地震-降雨,滑坡,,103.331666666667,31.565,1591.0,152.0,1000000m3,大型,小型,120.0,6.0,21.0,否,,0.0,0.0,0.0,0.0309518274827969,10.0,Trees,0.713372031342356,-0.653285365389959,Landsat 7,-65.3764115433127,90.0,1
1501,2013-12-31,薛城镇木卡村八角组,公路-其它,滑坡,地震-降雨,滑坡,,103.376388888889,31.5769444444444,1684.0,219.0,80000m3,小型,小型,30.0,0.0,0.0,是,交通运输-水利（务）,0.0,0.0,0.0,0.051718064533317,30.0,Grassland,0.340868025440879,-0.381082212813474,Landsat 7,-55.7791718946289,270.0,1
1502,2013-12-31,薛城镇九子村龙窝组,公路-聚集区,滑坡,地震-降雨,滑坡,,103.339444444444,31.5866666666667,2271.0,180.0,200000m3,中型,小型,260.0,7.0,30.0,否,,0.0,0.0,0.0,0.0309518274827969,30.0,Grassland,0.480513469732239,-0.492357089931118,Landsat 7,-1.68506900881902,763.68,1
1503,2013-12-31,薛城镇九子村龙窝组九子村活动室,公路-聚集区,滑坡,地震-降雨,滑坡,,103.336666666667,31.5855555555556,2254.0,174.0,75000m3,小型,小型,340.0,17.0,60.0,否,,0.0,0.0,0.0,0.0309518274827969,30.0,Grassland,0.120069724108914,-0.194380171645761,Landsat 7,-6.54328732751355,725.6,1
